Rank,TICK,TICK_LON,Company,Market,Volyme,Market Cam,marketcap,PRICE,VOLUME,volumeavg,high52,change,IF VOL > 5XAVG -> TRUE,IF VOL > 10XAVG -> TRUE
,HUW,LON:HUW,Helios Underwriting,FTSE AIM,155.00,115.9,126020293,"168,6",3012,16489,185,"1,1",FALSE,FALSE
,SPR,LON:SPR,Springfield Properties,FTSE AIM,97.50,115.7,112854312,"95,1",18031,67597,"36,34","0,7",FALSE,FALSE
,TRB,LON:TRB,Tribal Group,FTSE AIM,54.50,115.7,114599664,54,59826,129403,74,1,FALSE,FALSE
548,ATS,LON:ATS,Artemis Alpha Trust,FTSE Small Cap,351.00,114.8,121692880,372,10555,36287,"48,89","0,37",FALSE,FALSE
,NTV,LON:NTV,Northern 2 VCT,,54.50,114.4,117546884,52,7052,2027,"64,32","-2,5",FALSE,FALSE
549,FSF,LON:FSF,Foresight Sustainable Forestry Company,FTSE Small Cap,66.40,114.2,117204551,"68,12",39964,62259,109,"-1,28",FALSE,FALSE
550,RGL,LON:RGL,Regional REIT Ltd,FTSE Small Cap,22.15,114.2,127129094,"24,65",401202,1564458,55,"0,3",FALSE,FALSE
,WJG,LON:WJG,Watkin Jones,FTSE AIM,44.00,112.9,127813192,"49,87",257724,682486,"99,9","0,52",FALSE,FALSE
551,ROOF,LON:ROOF,Atrato Onsite Energy,FTSE Small Cap,75.20,112.8,103799995,"67,8",176289,131681,"20,71","0,02",FALSE,FALSE
552,BRLA,LON:BRLA,BlackRock Latin American Investment Trust,FTSE Small Cap,383.00,112.8,116944107,"399,2",38928,31977,462,"3,2",FALSE,FALSE
553,CAL,LON:CAL,Capital & Regional,FTSE Small Cap,49.95,112.3,116884014,"51,97",54486,121050,"41,94","-0,05",FALSE,FALSE
,NVT,LON:NVT,Northern Venture Trust,,57.50,110.6,116549700,56,0,156,"83,78","0,54",FALSE,FALSE
,CDGP,LON:CDGP,Chapel Down Group,FTSE AIM,64.50,110.5,119817223,"69,22",78800,85768,81,"0,72",FALSE,FALSE
554,STVG,LON:STVG,STV Group,FTSE Small Cap,236.00,110.3,119962331,"256,76",49108,88191,260,"-0,24",FALSE,FALSE
,IGV,LON:IGV,Income and Growth VCT,,70.00,109.4,104751157,"67,5",26985,2156,75,"-2,5",TRUE,TRUE
,MCT,LON:MCT,Middlefield Canadian Income Trusts Investment Company PCC,,102.50,109.1,115472593,"108,44",162950,147889,115,"-0,81",FALSE,FALSE
,MTL,LON:MTL,Metals Exploration,FTSE AIM,5.15,108.4,92336246,"4,4",5157112,4492168,6,"-0,25",FALSE,FALSE
,FUM,LON:FUM,Futura Medical,FTSE AIM,35.55,107.2,120579720,"39,9",297121,636001,"34,81","-0,04",FALSE,FALSE
,KGH,LON:KGH,Knights Group Holdings,FTSE AIM,122.75,105.3,122628100,"142,9",85237,83741,"144,01","5,15",FALSE,FALSE
555,TRI,LON:TRI,Trifast,FTSE Small Cap,77.30,105.2,105897240,74,1070,146161,"169,64","0,7",FALSE,FALSE
,SPSC,LON:SPSC,Spectra Systems Corp,FTSE AIM,260.00,104.6,114457457,235,0,0,"218,74","4,35",FALSE,FALSE
,SPSY,LON:SPSY,Spectra Systems Corp,FTSE AIM,218.00,104.6,114457457,"239,5",63703,35724,247,"10,5",FALSE,FALSE
,DEVO,LON:DEVO,Devolver Digital Inc,FTSE AIM,23.50,104.5,97575148,22,54722,816547,30,-1,FALSE,FALSE
,PEBB,LON:PEBB,The Pebble Group,FTSE AIM,62.50,104.4,102115159,61,208789,984108,105,"0,5",FALSE,FALSE
556,INOV,LON:INOV,Schroders Capital Global Innovation Trust,FTSE Small Cap,12.15,102.7,102116474,"12,25",638121,1021418,#N/A,0,FALSE,FALSE
,NWF,LON:NWF,NWF Group,FTSE AIM,207.50,102.6,108049700,"218,55",10201,29260,280,"0,55",FALSE,FALSE
,TRR,LON:TRR,Trident Royalties,FTSE AIM,34.50,101.1,111334672,"38,1",1184225,480220,55,"0,6",FALSE,FALSE
,TXP,LON:TXP,Touchstone Exploration Inc,FTSE AIM,43.50,100.6,156865093,"37,55",1361413,376667,95,"-2,7",FALSE,FALSE
,NXQ,LON:NXQ,Nexteq,FTSE AIM,150.50,100.1,97514860,147,13126,51878,178,"-1,5",FALSE,FALSE
,HEIT,LON:HEIT,Harmony Energy Income Trust,,44.00,99.9,109194153,"48,08",113607,530163,"114,5","-0,12",FALSE,FALSE
,GMR,LON:GMR,Gaming Realms,FTSE AIM,33.70,99.3,119116237,"40,41",557307,1149206,"0,2",0,FALSE,FALSE
557,VNH,LON:VNH,Vietnam Holding Ltd,FTSE Fledgling,364.00,99.3,103921572,382,12651,49752,390,2,FALSE,FALSE
558,PHAR,LON:PHAR,Pharos Energy,FTSE Small Cap,23.40,98.7,95165961,"22,71",84848,195870,"16,71","-0,04",FALSE,FALSE
,AET,LON:AET,Afentra,FTSE AIM,43.20,97.7,111166814,"49,3",682981,1029469,"51,8","-0,16",FALSE,FALSE
,RNO,LON:RNO,Renold,FTSE AIM,46.40,97.0,128174701,"57,3",592181,895675,"57,8","1,4",FALSE,FALSE
,PMI,LON:PMI,Premier Miton Group,FTSE AIM,63.50,96.9,123181200,75,175761,367001,95,-1,FALSE,FALSE
,GR1T,LON:GR1T,Grit Real Estate Income Group Ltd,,20.00,95.9,98697840,"19,07",762720,12657,"33,4","-0,93",TRUE,TRUE
,BGO,LON:BGO,Bango,FTSE AIM,124.50,95.6,93908898,"122,63",72717,241679,220,"0,13",FALSE,FALSE
,KOO,LON:KOO,Kooth,FTSE AIM,262.00,95.6,109447693,301,37673,40090,380,0,FALSE,FALSE
,THX,LON:THX,Thor Explorations Ltd,FTSE AIM,14.50,94.8,163715600,15,285976,331728,"0,4",0,FALSE,FALSE
,CHAR,LON:CHAR,Chariot Oil & Gas Ltd,FTSE AIM,8.75,93.9,87321055,"8,16",3232262,7303340,"18,26","-0,01",FALSE,FALSE
,MBH,LON:MBH,Michelmersh Brick Holdings,FTSE AIM,100.00,93.7,94381169,"100,75",81452,156356,108,"0,75",FALSE,FALSE
560,SHRS,LON:SHRS,Shires Income,FTSE Fledgling,225.00,93.3,100941677,244,36234,118853,270,2,FALSE,FALSE
561,RESI,LON:RESI,Residential Secure Income,FTSE Small Cap,50.40,93.3,88915369,"48,05",515205,212733,"72,2","0,22",FALSE,FALSE
,SHOE,LON:SHOE,Shoe Zone,FTSE AIM,200.00,92.5,85519635,185,26840,87450,"1,51",0,FALSE,FALSE
,KOD,LON:KOD,Kodal Minerals,FTSE AIM,0.46,92.1,87448508,"0,44",20049678,49796323,"9,8","0,05",FALSE,FALSE
,MIX,LON:MIX,Mobeus Income & Growth VCT,,56.00,92.0,87134112,"53,5",154,23087,"58,5","1,5",FALSE,FALSE
,FARN,LON:FARN,Faron Pharmaceuticals OY,FTSE AIM,127.50,91.8,165420278,230,21184,18118,370,15,FALSE,FALSE
,BMS,LON:BMS,Braemar,,274.50,90.4,93407860,"283,7",22028,48199,"310,6","-11,3",FALSE,FALSE
,INDI,LON:INDI,Indus Gas Ltd,,49.50,89.7,15775198,"8,65",330111,512213,"10,85","0,29",FALSE,FALSE
,WNWD,LON:WNWD,Windward Ltd,FTSE AIM,101.00,89.5,86625571,98,3385,113547,125,-1,FALSE,FALSE
562,RMII,LON:RMII,RM Infrastructure Income,FTSE Fledgling,76.00,89.4,88189770,"75,36",66627,82620,79,"0,36",FALSE,FALSE
,UTL,LON:UTL,UIL Ltd,,106.50,89.3,84681339,101,8000,10170,"57,55","-0,03",FALSE,FALSE
,SCLP,LON:SCLP,Scancell Holdings,FTSE AIM,9.60,89.2,91452512,"9,86",227257,474026,"18,29","-0,02",FALSE,FALSE
563,XAR,LON:XAR,Xaar,FTSE Small Cap,112.00,88.7,95853317,"120,9",10829,74562,"143,85","1,42",FALSE,FALSE
564,PCA,LON:PCA,Palace Capital,FTSE Small Cap,236.00,88.6,91271504,243,895,33215,265,"3,5",FALSE,FALSE
,MPAC,LON:MPAC,Mpac Group,FTSE AIM,430.00,88.0,160724197,785,18079,45477,485,"312,5",FALSE,FALSE
,DXRX,LON:DXRX,Diaceutics,FTSE AIM,103.00,87.2,86399661,102,193855,67506,110,4,FALSE,FALSE
,RKH,LON:RKH,Rockhopper Exploration,FTSE AIM,13.60,87.1,81331282,"12,73",1098507,742559,15,"-0,12",FALSE,FALSE
,DPP,LON:DPP,DP Poland,FTSE AIM,10.50,86.5,103921028,"11,3",56949,814904,"13,5","0,05",FALSE,FALSE
,CLBS,LON:CLBS,Celebrus Technologies,FTSE AIM,217.00,85.6,89166177,"226,1",10349,42012,255,"-6,4",FALSE,FALSE
,REVB,LON:REVB,Revolution Beauty Group,FTSE AIM,26.80,85.4,85917330,"26,95",213530,598646,39,"-0,01",FALSE,FALSE
,OSEC,LON:OSEC,Octopus AIM VCT 2,,46.20,85.2,88144350,50,56000,3473,53,2,TRUE,TRUE
565,GOT,LON:GOT,Global Opportunities Trust,FTSE Small Cap,291.00,85.0,87082100,298,94736,31243,"1,13","0,01",FALSE,FALSE
566,CTO,LON:CTO,TClarke,FTSE Fledgling,160.00,84.6,85931011,"162,51",35949,351752,"18,03","0,03",FALSE,FALSE
,FOG,LON:FOG,Falcon Oil & Gas Ltd,FTSE AIM,6.70,83.6,120055917,"6,53",62623,243173,"13,44","-0,07",FALSE,FALSE
,ARTL,LON:ARTL,Alpha Real Trust Ltd,,140.00,83.1,82250500,"136,49",1148,6345,"2,98","0,01",FALSE,FALSE
567,TPT,LON:TPT,Topps Tiles,FTSE Small Cap,42.25,83.1,84565950,"43,9",2069324,197038,"57,8","0,25",TRUE,TRUE
568,SERE,LON:SERE,Schroder European Real Estate Investment Trust Ltd,FTSE Small Cap,62.10,83.0,86129551,"64,48",93548,191889,"89,75","0,58",FALSE,FALSE
,FDEV,LON:FDEV,Frontier Developments,FTSE AIM,210.50,83.0,114487795,"288,24",69308,249086,649,-7,FALSE,FALSE
,BVC,LON:BVC,BATM Advanced Communications Ltd,,18.95,82.7,77195744,"17,75",193788,149383,"30,85","-1,3",FALSE,FALSE
,MCON,LON:MCON,Mincon Group,FTSE AIM,44.00,82.3,106236195,43,464021,6552,95,-2,TRUE,TRUE
569,MHN,LON:MHN,Menhaden,FTSE Fledgling,104.00,82.2,85347000,108,32454,99025,"10,81","0,02",FALSE,FALSE
571,HOT,LON:HOT,Henderson Opportunities Trust,FTSE Fledgling,206.00,81.4,88299870,"223,59",42334,32707,227,"0,09",FALSE,FALSE
,CRWN,LON:CRWN,Crown Place VCT,,28.90,81.1,87884900,"28,4",0,17409,32,"-0,5",FALSE,FALSE
572,PDL,LON:PDL,Petra Diamonds Ltd,FTSE Small Cap,41.70,81.0,80114536,"41,38",1768,115637,"77,1","-0,22",FALSE,FALSE
,WYN,LON:WYN,Wynnstay Group,FTSE AIM,350.00,80.5,86886448,"376,5",24458,31727,560,"-3,5",FALSE,FALSE
,ELCO,LON:ELCO,Eleco,FTSE AIM,96.50,80.3,88283050,"106,1",39052,303299,"16,5",0,FALSE,FALSE
,BKY,LON:BKY,Berkeley Energia Ltd,,18.00,80.2,176089661,"18,25",1658,149837,"40,8","-0,5",FALSE,FALSE
,MAV4,LON:MAV4,Maven Income & Growth VCT4,,57.00,79.8,80699024,56,7804,736,64,-1,TRUE,TRUE
,LORD,LON:LORD,Lords Group Trading,FTSE AIM,48.00,79.7,80193639,"48,7",72284,54106,"0,28",0,FALSE,FALSE
,CNC,LON:CNC,Concurrent Technologies,FTSE AIM,92.50,79.2,85637710,100,126157,221266,"81,42","-0,16",FALSE,FALSE
573,MIGO,LON:MIGO,Migo Opportunities Trust,FTSE Fledgling,342.00,78.7,81317698,"360,81",36038,39631,361,"2,31",FALSE,FALSE
,ANIC,LON:ANIC,Agronomics Ltd,FTSE AIM,7.80,78.7,86809177,"8,7",597819,1401516,"14,5","0,1",FALSE,FALSE
,ZPHR,LON:ZPHR,Zephyr Energy,FTSE AIM,4.65,78.4,94792460,"5,54",6772339,5468099,"6,41","-0,01",FALSE,FALSE
,ATM,LON:ATM,Andrada Mining Ltd,FTSE AIM,4.95,78.2,77843116,"4,93",2275719,2784727,"8,7","0,23",FALSE,FALSE
,AVAP,LON:AVAP,Avation,,110.00,78.0,85672915,"121,33",6133,87461,"131,12","-0,17",FALSE,FALSE
,TV1,LON:TV1,Thames Ventures Vct 1,,44.00,77.9,78120470,43,2772,84,53,-1,TRUE,TRUE
,ANX,LON:ANX,Anexo Group,FTSE AIM,65.00,76.7,81354239,"68,95",207434,221853,"89,1","0,95",FALSE,FALSE
,MIG4,LON:MIG4,Mobeus Income & Growth 4 VCT,,68.00,75.6,75174040,"67,04",0,17255,75,"-0,96",FALSE,FALSE
,QTX,LON:QTX,Quartix Holdings,FTSE AIM,155.00,75.0,67426258,"139,33",14395,21055,270,"-0,67",FALSE,FALSE
574,CAU,LON:CAU,Centaur Media,FTSE Fledgling,51.00,74.9,59111150,"40,25",1313542,162571,60,"-0,75",TRUE,FALSE
575,VIP,LON:VIP,Value & Indexed Property Income Trust,FTSE Small Cap,174.00,74.3,80492300,"192,5",22957,47462,214,3,FALSE,FALSE
,AAZ,LON:AAZ,Anglo Asian Mining,FTSE AIM,65.00,74.3,80168401,"70,29",50674,140023,"0,06",0,FALSE,FALSE
,SLE,LON:SLE,San Leon Energy,FTSE AIM,16.50,74.2,74017220,"16,14",0,0,"7,65","-0,02",FALSE,FALSE
,GIFS,LON:GIFS,Gulf Investment Fund,,185.00,74.2,94242530,"189,16",4761,2396,"207,4","2,16",FALSE,FALSE
576,SBSI,LON:SBSI,Schroder Bsc Social Impact Trust,FTSE Fledgling,88.50,74.0,70219210,"84,5",686000,25301,"34,4","0,12",TRUE,TRUE
,SDG,LON:SDG,Sanderson Design Group,FTSE AIM,103.00,73.9,77980514,"106,94",84218,86953,"82,95","0,47",FALSE,FALSE
,MRK,LON:MRK,Marks Electrical Group,FTSE AIM,70.00,73.5,69297823,"66,03",9046,43817,"133,1","-0,92",FALSE,FALSE
,INSE,LON:INSE,Inspired Energy,FTSE AIM,69.50,73.0,99723174,"94,94",82104,278475,"16,02","-0,25",FALSE,FALSE
,TRU,LON:TRU,TruFin,FTSE AIM,68.00,72.0,83610914,79,113450,177926,"82,75","0,33",FALSE,FALSE
,AOM,LON:AOM,ActiveOps,FTSE AIM,100.50,71.7,72077811,101,1776895,30518,"42,83","0,11",TRUE,TRUE
,FTC,LON:FTC,Filtronic,FTSE AIM,33.00,71.7,124312630,57,528793,1728581,"123,96","0,43",FALSE,FALSE
,SFT,LON:SFT,Software Circle,FTSE AIM,18.20,71.0,70215000,"17,65",624,920572,21,"-0,35",FALSE,FALSE
,ARB,LON:ARB,Argo Blockchain,,12.00,69.3,79844784,"11,22",703425,2188022,"26,91","0,08",FALSE,FALSE
,FEN,LON:FEN,Frenkel Topping Group,FTSE AIM,53.50,68.5,64006500,50,170,50676,"16,69","-0,01",FALSE,FALSE
,GCL,LON:GCL,Geiger Counter Ltd,,53.50,68.3,76281696,"52,9",320445,611578,"68,69","0,1",FALSE,FALSE
,SPA,LON:SPA,1Spatial Holdings,FTSE AIM,61.50,68.2,78699311,71,68803,76718,"0,28",0,FALSE,FALSE
577,TENT,LON:TENT,Triple Point Energy Transition,FTSE Fledgling,67.60,67.6,64160981,"64,15",63784,144577,75,"-0,45",FALSE,FALSE
,CBOX,LON:CBOX,Cake Box Holdings,FTSE AIM,167.50,67.0,67015997,"167,54",14237,41288,190,"-2,46",FALSE,FALSE
,BWNG,LON:BWNG,Brown (N) Group,FTSE AIM,14.40,66.7,69498750,15,147761,268709,29,"-1,9",FALSE,FALSE
578,HSD,LON:HSD,Hansard Global,FTSE Fledgling,48.30,66.4,69397507,"50,45",1790,22352,"55,02","-0,2",FALSE,FALSE
,CASP,LON:CASP,Caspian Sunrise,FTSE AIM,2.95,66.4,78692005,"3,5",5336408,2059378,"6,7","0,15",FALSE,FALSE
,DWHT,LON:DWHT,Dewhurst,FTSE AIM,"1,100.00",66.3,71021360,1200,9324,618,"1242,5",15,TRUE,TRUE
,DWHA,LON:DWHA,Dewhurst,FTSE AIM,675.00,66.3,71021360,662,28000,520,721,-13,TRUE,TRUE
,PRE,LON:PRE,Pensana Rare Earths,,23.20,66.2,64206849,"22,3",558165,595706,"14,99","-0,2",FALSE,FALSE
,TPV,LON:TPV,Triple Point Venture VCT,,91.00,64.8,64831910,"92,5",0,167,"97,5","1,5",FALSE,FALSE
,MUL,LON:MUL,Mulberry Group,FTSE AIM,107.50,64.6,69930164,"116,4",905,3488,280,"1,4",FALSE,FALSE
,BILN,LON:BILN,Billington Holdings,FTSE AIM,520.00,64.2,76085377,"591,6",13685,41753,600,"21,6",FALSE,FALSE
,AURA,LON:AURA,Aura Energy Ltd,FTSE AIM,9.00,64.2,126387293,"9,99",45855,140690,"13,5","0,09",FALSE,FALSE
579,DIA,LON:DIA,Dialight,FTSE Fledgling,160.50,63.9,70136600,"175,22",3797,10795,"398,82","0,36",FALSE,FALSE
,EAH,LON:EAH,Eco Animal Health Group,FTSE AIM,94.00,63.7,78584060,"117,25",5684,195942,124,"-0,75",FALSE,FALSE
,RBW,LON:RBW,Rainbow Rare Earths Ltd,,10.10,63.7,71053912,"11,38",27393,545079,18,"-0,09",FALSE,FALSE
,CEL,LON:CEL,Celadon Pharmaceuticals,FTSE AIM,115.00,63.5,70629148,110,2462,58205,180,"7,5",FALSE,FALSE
,MANO,LON:MANO,Manolete Partners,FTSE AIM,145.00,63.5,61265820,140,1620,16887,250,"2,5",FALSE,FALSE
580,BEMO,LON:BEMO,Baring Emerging EMEA Opportunities,FTSE Fledgling,537.50,63.4,65177880,"564,5",34,3194,"564,68",12,FALSE,FALSE
581,AEET,LON:AEET,Aquila Energy Efficiency Trust,FTSE Fledgling,63.25,63.3,65000000,65,4301,80712,75,-1,FALSE,FALSE
,RFX,LON:RFX,Ramsdens Holdings,FTSE AIM,197.50,62.6,60646018,"190,13",54355,88690,272,"0,13",FALSE,FALSE
582,ASAI,LON:ASAI,ASA International Group,FTSE Fledgling,62.50,62.5,72286668,75,21225,14811,"15,25","0,14",FALSE,FALSE
,SYS1,LON:SYS1,System1 Group,FTSE AIM,490.00,62.1,58323032,460,2500,20598,"545,5",-17,FALSE,FALSE
,ALU,LON:ALU,Alumasc Group,FTSE AIM,171.00,61.8,66770826,"184,79",6763,31911,"192,89","0,79",FALSE,FALSE
,IGP,LON:IGP,Intercede Group,FTSE AIM,105.50,61.4,63763711,"109,5",104642,60953,"2,5",0,FALSE,FALSE
,RKW,LON:RKW,Rockwood Strategic,,219.00,61.4,66243491,"246,45",34971,54306,249,"3,95",FALSE,FALSE
,FLO,LON:FLO,Flowtech Fluidpower,FTSE AIM,99.35,61.1,66950144,"108,88",27200,103196,"28,85","0,22",FALSE,FALSE
,CNS,LON:CNS,Corero Network Security,FTSE AIM,12.00,61.1,73563024,"13,99",1243700,377891,"78,58","0,91",FALSE,FALSE
,AXL,LON:AXL,Arrow Exploration Corp,FTSE AIM,21.80,60.7,104302300,"20,88",692136,5169537,"9,55","0,14",FALSE,FALSE
,SAV,LON:SAV,Savannah Resources,FTSE AIM,3.30,60.4,62133965,"3,4",950735,2171876,"5,1","0,1",FALSE,FALSE
,HUM,LON:HUM,Hummingbird Resources,FTSE AIM,7.50,60.0,78705971,"9,88",126351,1698704,"530,54","1,3",FALSE,FALSE
,AAVC,LON:AAVC,Albion Venture Capital Trust,,43.20,59.9,59617810,"42,2",0,616,"48,6",-1,FALSE,FALSE
584,TOWN,LON:TOWN,Town Centre Securities,FTSE Fledgling,141.50,59.7,61970705,"146,98",11681,11817,"31,08","0,1",FALSE,FALSE
,GMAA,LON:GMAA,Gama Aviation,FTSE AIM,93.00,59.5,61314692,"96,06",30991,43521,105,"-1,44",FALSE,FALSE
,LDG,LON:LDG,Logistics Development Group,FTSE AIM,11.25,59.1,51438776,"9,81",764671,1181601,"15,5","-0,44",FALSE,FALSE
,CNR,LON:CNR,Condor Gold,FTSE AIM,29.50,59.0,61481273,"31,29",98026,427101,37,"-1,24",FALSE,FALSE
,MIG1,LON:MIG1,Maven Income & Growth VCT,,38.00,58.8,60703125,37,7145,5390,42,-1,FALSE,FALSE
585,HGEN,LON:HGEN,Hydrogenone Capital Growth,FTSE Fledgling,45.55,58.7,72657056,"56,4",113272,199714,"78,6","-0,4",FALSE,FALSE
,EJFI,LON:EJFI,EJF Investments Ltd,,95.50,58.4,89963605,"105,25",938,8616,119,"4,25",FALSE,FALSE
,88E,LON:88E,88 Energy Ltd,FTSE AIM,0.17,58.4,50248122,"0,16",29917240,220895430,"0,45",0,FALSE,FALSE
,RLE,LON:RLE,Real Estate Investors,FTSE AIM,33.50,58.2,60324008,"34,35",142121,151542,35,"0,35",FALSE,FALSE
,CRS,LON:CRS,Crystal Amber Fund Ltd,FTSE AIM,76.00,58.2,59187513,"78,7",2735,25902,"107,17","0,3",FALSE,FALSE
,TENG,LON:TENG,Ten Lifestyle Group,FTSE AIM,67.25,58.1,55812894,"64,5",5023,38870,106,"2,75",FALSE,FALSE
,PRD,LON:PRD,Predator Oil & Gas Holdings,,10.25,57.9,52136159,"9,25",1202921,1286061,"21,5","0,25",FALSE,FALSE
,SDI,LON:SDI,SDI Group,FTSE AIM,55.00,57.5,56875908,"54,65",198740,212052,"0,28","-0,02",FALSE,FALSE
,CML,LON:CML,CML Microsystems,FTSE AIM,355.00,57.2,62755869,"389,75",8592,26147,"0,17",0,FALSE,FALSE
,WATR,LON:WATR,Water Intelligence,FTSE AIM,325.00,56.5,62874243,"362,44",3081,13819,"0,04",0,FALSE,FALSE
586,SBO,LON:SBO,Schroder British Opportunities Trust,FTSE Fledgling,76.50,56.5,52579851,"71,15",36540,38410,81,"0,15",FALSE,FALSE
,HSS,LON:HSS,HSS Hire Group,FTSE AIM,8.00,56.4,67284042,"9,54",1998052,811703,"15,5","0,14",FALSE,FALSE
,MIG3,LON:MIG3,Maven Income & Growth VCT 3,,48.00,56.1,58767330,48,341740,14938,"53,5",0,TRUE,TRUE
,HRN,LON:HRN,Hornby,FTSE AIM,33.00,56.1,50596020,"29,79",2734,19850,"41,2","0,79",FALSE,FALSE
,BSRT,LON:BSRT,Baker Steel Resources Trust Ltd,,51.00,54.3,60039662,"56,4",49213,105623,57,"2,65",FALSE,FALSE
587,AIRE,LON:AIRE,Alternative Income REIT,FTSE Fledgling,66.70,53.7,56027998,"69,6",41473,86281,"575,41","-0,04",FALSE,FALSE
,SRT,LON:SRT,SRT Marine Systems,FTSE AIM,24.00,53.4,49803227,"22,37",54051,328407,69,"-0,63",FALSE,FALSE
,AGFX,LON:AGFX,Argentex Group,FTSE AIM,47.00,53.2,43715726,"36,3",301845,975802,"135,25","0,55",FALSE,FALSE
,EBQ,LON:EBQ,Ebiquity,FTSE AIM,39.00,53.1,60859387,"43,81",59414,54920,49,"-0,19",FALSE,FALSE
,ENW,LON:ENW,Enwell Energy,FTSE AIM,16.50,52.9,57864669,"18,1",63519,52010,"0,53","0,02",FALSE,FALSE
588,RMMC,LON:RMMC,River And Mercantile UK Micro Cap Investment Co Ltd,FTSE Fledgling,156.00,52.9,61509184,"181,45",26608,36937,182,"2,95",FALSE,FALSE
,SPEC,LON:SPEC,Inspecs Group,FTSE AIM,52.00,52.9,71271719,"70,1",218758,749340,"8,04","-0,01",FALSE,FALSE
,POLB,LON:POLB,Poolbeg Pharma,FTSE AIM,10.55,52.8,67934999,"13,59",346549,2415510,"15,77","0,04",FALSE,FALSE
,CRTA,LON:CRTA,Cirata,FTSE AIM,45.78,52.6,66481920,58,298268,255307,129,"5,5",FALSE,FALSE
,CCT,LON:CCT,Character Group,FTSE AIM,277.00,52.5,57090017,303,71266,45122,334,13,FALSE,FALSE
,EMAN,LON:EMAN,Everyman Media Group,FTSE AIM,57.50,52.4,52372618,"57,44",4064,36601,69,"-0,06",FALSE,FALSE
589,JEL,LON:JEL,Jersey Electricity Company Ltd,FTSE Fledgling,450.00,52.4,52380000,450,3990,3421,490,0,FALSE,FALSE
,PNS,LON:PNS,Panther Securities,FTSE AIM,300.00,52.3,52325790,317,140,252,340,17,FALSE,FALSE
,AFRK,LON:AFRK,Afarak Group,,20.00,52.2,92424279,5,0,0,20,-15,FALSE,FALSE
,ETX,LON:ETX,e-Therapeutics,FTSE AIM,8.85,51.7,52590186,9,2131134,1475260,"18,49","0,02",FALSE,FALSE
,VLG,LON:VLG,Venture Life Group,FTSE AIM,40.50,51.2,50801636,"40,87",33228,181832,"42,91","0,37",FALSE,FALSE
590,JEMA,LON:JEMA,,FTSE Fledgling,125.00,50.5,40599127,"100,4",23452,124098,"149,4","-2,6",FALSE,FALSE
,UPL,LON:UPL,Upland Resources Ltd,,4.20,50.5,39068650,"3,29",4000000,7977801,"8,98",0,FALSE,FALSE
,JOG,LON:JOG,Jersey Oil and Gas,FTSE AIM,154.50,50.5,50063127,"153,25",445311,69310,268,"10,25",TRUE,FALSE
,MVI,LON:MVI,Marwyn Value Investors Ltd,,90.50,50.2,54947510,"95,8",98000,17464,97,"0,3",TRUE,FALSE
,PGH,LON:PGH,Personal Group Holdings,FTSE AIM,161.00,50.1,53463604,"171,09",34046,17869,220,"1,09",FALSE,FALSE
,CUSN,LON:CUSN,Cornish Metals Inc,FTSE AIM,9.75,49.4,64208986,"7,1",1681630,748329,"0,25","-0,01",FALSE,FALSE
591,SMJ,LON:SMJ,J Smart & Co Contractors,FTSE Fledgling,125.00,49.4,49332710,"129,95",42000,5509,172,"4,95",TRUE,FALSE
,SRB,LON:SRB,Serabi Gold,FTSE AIM,64.00,48.5,43781683,58,1326109,250530,71,-7,TRUE,FALSE
,ZIOC,LON:ZIOC,Zanaga Iron Ore Co Ltd,FTSE AIM,7.50,48.4,44064665,"6,77",991600,531731,"18,9","-0,49",FALSE,FALSE
,NCYT,LON:NCYT,Novacyt SA,FTSE AIM,68.00,48.2,52608957,"64,99",14129,121814,86,"-0,11",FALSE,FALSE
,LIV,LON:LIV,Livermore Investments Group Ltd,FTSE AIM,28.90,47.8,50285010,29,676,8604,43,"-1,5",FALSE,FALSE
,IES,LON:IES,Invinity Energy Systems,FTSE AIM,25.00,47.8,50537279,23,593840,614701,"58,11","-0,25",FALSE,FALSE
,CLX,LON:CLX,Calnex Solutions,FTSE AIM,54.50,47.7,54286146,62,104066,76362,"169,87","-1,77",FALSE,FALSE
,AEX,LON:AEX,Aminex,,1.13,47.6,69848552,"1,61",13355776,10055960,"912,71","-1,83",FALSE,FALSE
,ASTO,LON:ASTO,AssetCo,FTSE AIM,33.00,47.0,52003010,"36,5",214161,211327,"3,28",0,FALSE,FALSE
,CIC,LON:CIC,Conygar Investment Company,FTSE AIM,78.50,46.8,46458462,"77,9",2100,16027,117,"0,4",FALSE,FALSE
,ENSI,LON:ENSI,Ensilica,FTSE AIM,55.00,46.8,48994517,"57,61",565560,92969,"75,75","-3,79",TRUE,FALSE
,ESO,LON:ESO,EPE Special Opportunities Ltd,FTSE AIM,163.50,46.3,79382112,"190,8",38215,5992,191,"14,3",TRUE,FALSE
,KMK,LON:KMK,Kromek Group,FTSE AIM,7.15,45.8,47166191,"7,36",858025,1113986,"8,5","0,51",FALSE,FALSE
,OFG,LON:OFG,Octopus Future Generations VCT,,91.00,45.7,48148130,0,0,0,"39,04","0,01",FALSE,FALSE
,EEE,LON:EEE,Empire Metals Ltd,FTSE AIM,7.55,45.2,55489476,"9,21",5055958,3001807,"14,5","1,02",FALSE,FALSE
,GOOD,LON:GOOD,Good Energy Group,FTSE AIM,247.50,45.1,45842688,"251,66",27954,49493,"14,99","0,11",FALSE,FALSE
